"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Cambridge College of Healthcare & Technology","460 E. Altamonte Drive, 3rd Floor, Altamonte Springs, Florida 32701","www.cambridgehealth.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","294","294","42%","NA","Fall 2020","$17,057","-","446109","03842500"
"Camden County College","200 College Drive, Blackwood, New Jersey 08012","https://www.camdencc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","7770","7770","33%","13%","Fall 2020","$5,293","-","183938","00686500"
"Cameron University","2800 West Gore Blvd, Lawton, Oklahoma 73505-6377","https://www.cameron.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","3418","3133","22%","25%","Fall 2017","$11,094","-","206914","00315000"
"Campbell University","143 Main Street, Buies Creek, North Carolina 27506","https://www.campbell.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","Town: Fringe","Yes","5272","2965","56%","33%","Fall 2017","$24,517","-","198136","00291300"
"Campbellsville University","1 University Dr, Campbellsville, Kentucky 42718-2799","https://www.campbellsville.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","Yes","11775","6411","47%","NA","Fall 2017","$18,777","-","156365","00195900"
"Canada College","4200 Farm Hill Blvd., Redwood City, California 94061-1099","canadacollege.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","5388","5388","49%","12%","Fall 2020","$3,845","-","111434","00697300"
"Canisius University","2001 Main Street, Buffalo, New York 14208-1098","https://www.canisius.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","2492","1788","71%","21%","Fall 2017","$19,321","-","189705","00268100"
"Cankdeska Cikana Community College","214 1st Ave, Fort Totten, North Dakota 58335","www.littlehoop.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","No","316","316","9%","NA","Fall 2020","$9,127","-","200208","02236500"
"Cape Cod Community College","2240 Iyannough Rd, West Barnstable, Massachusetts 02668-1599","www.capecod.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","2336","2336","22%","23%","Fall 2020","$9,220","-","165194","00216800"
"Cape Fear Community College","411 North Front Street, Wilmington, North Carolina 28401-3910","www.cfcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","14170","14170","34%","NA","Fall 2020","$6,669","-","198154","00532000"
"Capella University","225 South 6th Street, 9th Floor, Minneapolis, Minnesota 55402-3389","www.capella.edu/","4-year, Private for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","39727","13280","33%","11%","Fall 2017","$16,975","-","413413","03267300"
"Capital University","1 College and Main, Columbus, Ohio 43209-2394","https://www.capital.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","2617","1938","66%","NA","Fall 2017","$22,480","-","201548","00302300"
"Capitol Technology University","11301 Springfield Rd, Laurel, Maryland 20708","www.captechu.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","823","301","47%","NA","Fall 2017","$23,223","-","162061","00143600"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2022-2023 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
